Honours Law (B.C.L./J.D.) (120 credits),WRIT 450,WRIT 451,WRIT 452,LAWG 100D1,LAWG 100D2,LAWG 101D1,LAWG 101D2,LAWG 102D1,LAWG 102D2,LAWG 103,LAWG 110D1,LAWG 110D2,PUB2 101D1,PUB2 101D2,PUB3 116,LAWG 210,LAWG 220D1,LAWG 220D2,PROC 124,PRAC 200,BUS2 561,LAWG 506,PROC 200,PRV1 549,PRV2 270,PRV4 548,PRV3 200,PRV3 534,PRV4 500,PRV4 549,PRV5 582,CMPL 500,CMPL 504,CMPL 511,CMPL 516,CMPL 565,CMPL 571,CMPL 573,CMPL 575,IDFC 500,LAWG 503,LAWG 505,LAWG 507,LAWG 508D1,LAWG 508D2,LAWG 509,LAWG 562,LAWG 580,LAWG 582,LEEL 369,LEEL 582,PUB2 105,PUB2 500,PUB2 502,PUB2 503,PUB2 507,PUB2 551,BUS1 532,BUS2 504,BUS2 506,CMPL 518,CMPL 539,CMPL 543,CMPL 574,CMPL 575,CMPL 577,CMPL 580,LAWG 523,LAWG 561,LAWG 581,LAWG 583,LEEL 369,LEEL 570,LEEL 582,PRV4 545,PRV5 483,PUB2 400,PUB2 401,PUB2 500,PUB2 507,PUB2 515,PUB2 551
Law (B.C.L./J.D.) (105 credits),LAWG 100D1,LAWG 100D2,LAWG 101D1,LAWG 101D2,LAWG 102D1,LAWG 102D2,LAWG 103,LAWG 110D1,LAWG 110D2,PUB2 101D1,PUB2 101D2,PUB3 116,LAWG 210,LAWG 220D1,LAWG 220D2,PROC 124,PRAC 200,BUS2 561,LAWG 506,PROC 200,PRV1 549,PRV2 270,PRV4 548,PRV3 200,PRV3 534,PRV4 500,PRV4 549,PRV5 582,CMPL 500,CMPL 504,CMPL 511,CMPL 516,CMPL 565,CMPL 571,CMPL 573,CMPL 575,IDFC 500,LAWG 503,LAWG 505,LAWG 507,LAWG 508D1,LAWG 508D2,LAWG 509,LAWG 562,LAWG 580,LAWG 582,LEEL 369,LEEL 582,PUB2 105,PUB2 500,PUB2 502,PUB2 503,PUB2 507,PUB2 551,BUS1 532,BUS2 504,BUS2 506,CMPL 518,CMPL 539,CMPL 543,CMPL 574,CMPL 575,CMPL 577,CMPL 580,LAWG 523,LAWG 561,LAWG 581,LAWG 583,LEEL 369,LEEL 570,LEEL 582,PRV4 545,PRV5 483,PUB2 400,PUB2 401,PUB2 500,PUB2 507,PUB2 515,PUB2 551
Law and Management (Non-Thesis): General Management (Joint B.C.L./J.D. & M.B.A.) (132 credits),BUSA 695,MGCR 613,MGCR 614,MGCR 617,MGCR 618,MGCR 620,MGCR 621,MGCR 622,MGCR 628,MGCR 638,MGCR 639,MGCR 640,MGCR 642,MGCR 660,LAWG 100D1,LAWG 100D2,LAWG 101D1,LAWG 101D2,LAWG 102D1,LAWG 102D2,LAWG 103,LAWG 110D1,LAWG 110D2,PUB2 101D1,PUB2 101D2,PUB3 116,LAWG 210,LAWG 220D1,LAWG 220D2,PRAC 200,PROC 124,BUS2 561,LAWG 506,PROC 200,PRV1 549,PRV2 270,PRV4 548,PRV3 200,PRV3 534,PRV4 500,PRV4 549,PRV5 582,CMPL 500,CMPL 504,CMPL 511,CMPL 516,CMPL 565,CMPL 571,CMPL 573,CMPL 575,IDFC 500,LAWG 503,LAWG 505,LAWG 507,LAWG 508D1,LAWG 508D2,LAWG 509,LAWG 562,LAWG 580,LAWG 582,LEEL 369,LEEL 582,PUB2 105,PUB2 500,PUB2 502,PUB2 507,PUB2 551,BUS1 532,BUS2 504,BUS2 506,CMPL 518,CMPL 539,CMPL 543,CMPL 574,CMPL 575,CMPL 577,CMPL 580,LAWG 523,LAWG 561,LAWG 581,LAWG 583,LEEL 369,LEEL 570,LEEL 582,PRV4 545,PRV5 483,PUB2 400,PUB2 401,PUB2 500,PUB2 507,PUB2 515,PUB2 551
Law and Social Work (Non-Thesis) (Joint B.C.L./J.D & M.S.W.) (132 credits),SWRK 605,SWRK 650,SWRK 651,SWRK 653,SWRK 660,SWRK 691,LAWG 100D1,LAWG 100D2,LAWG 101D1,LAWG 101D2,LAWG 102D1,LAWG 102D2,LAWG 103,LAWG 110D1,LAWG 110D2,PUB2 101D1,PUB2 101D2,PUB3 116,LAWG 210,LAWG 220D1,LAWG 220D2,PROC 124,PRAC 200,BUS2 561,LAWG 506,PROC 200,PRV1 549,PRV2 270,PRV4 548,PRV3 200,PRV3 534,PRV4 500,PRV4 549,PRV5 582,CMPL 500,CMPL 504,CMPL 511,CMPL 516,CMPL 565,CMPL 571,CMPL 573,CMPL 575,IDFC 500,LAWG 503,LAWG 505,LAWG 507,LEEL 369,LEEL 582,PUB2 105,PUB2 500,PUB2 502,PUB2 507,PUB2 551,BUS1 532,BUS2 504,BUS2 506,CMPL 518,CMPL 539,CMPL 543,CMPL 574,CMPL 575,CMPL 577,CMPL 580,LAWG 523,LAWG 561,LAWG 581,LAWG 583,LEEL 369,LEEL 570,LEEL 582,PRV4 545,PRV5 483,PUB2 400,PUB2 401,PUB2 500,PUB2 507,PUB2 551
Major Concentration Law with Major Concentration Commercial Negotiation and Dispute Resolution (B.C.L./J.D.) (123 credits),WRIT 300D1,WRIT 300D2,WRIT 491,WRIT 492,WRIT 493,WRIT 494,WRIT 495,BUS1 532,BUS2 503,BUS2 504,BUS2 505,CMPL 515,CMPL 518,CMPL 524,CMPL 533,CMPL 543,CMPL 568,CMPL 574,LAWG 200,LAWG 400,LAWG 511,LAWG 512,LAWG 513,LAWG 514,LAWG 515,LAWG 516,LAWG 517,LAWG 518,LAWG 521,LAWG 522,LEEL 369,PRV1 549,PRV4 500,PRV5 483,PUB2 503,PUB2 517,ECON 223,ECON 305,ECON 310,ECON 546,BUSA 395,BUSA 481,INDR 459,INDR 492,INDR 496,MGCR 211,MGCR 293,MGCR 382,MGCR 423,MGPO 383,MGPO 440,MGPO 445,MGPO 450,MGPO 460,MGPO 469,MGPO 470,ORGB 325,ORGB 380,ORGB 420,POLI 243
Major Concentration Law with Major International Human Rights and Development (B.C.L./J.D.) (123 credits),WRIT 300D1,WRIT 300D2,WRIT 491,WRIT 492,WRIT 493,WRIT 494,WRIT 495,CMPL 516,CMPL 518,CMPL 533,CMPL 543,CMPL 546,CMPL 565,CMPL 571,LAWG 503,LAWG 505,LAWG 511,LAWG 512,LAWG 513,LAWG 514,LAWG 515,LAWG 516,LAWG 517,LAWG 518,LAWG 521,LAWG 522,PUB2 105,PUB2 502,PUB2 503,PUB2 551,ANTH 212,ANTH 418,ECON 223,ECON 313,ECON 314,ECON 316,ECON 426,GEOG 200,GEOG 210,GEOG 216,GEOG 408,INTD 200,MGPO 469,MGPO 475,ORGB 380,POLI 227,POLI 243,POLI 324,POLI 340,POLI 345,POLI 354,POLI 362,POLI 522,SOCI 254,SOCI 370,SOCI 484,SOCI 519,SOCI 550
