Foundation Program (B.Sc.(Ag.Env.Sc.)) (45 credits),AEBI 120,AECH 110,AECH 111,AEMA 101,AEMA 102,AEPH 112,AEPH 114,AEBI 120,AECH 110,AEMA 101,AEMA 102,AGEC 200,BREE 103,AGEC 201,AGEC 231
Foundation Program (B.Eng.(Bioresource)) (30 credits),AEBI 120,AECH 110,AECH 111,AEMA 101,AEMA 102,AEPH 113,AEPH 115,BREE 103
Foundation Program (B.Sc.(F.Sc.)) (30 credits),AEBI 120,AEBI 122,AECH 110,AECH 111,AEMA 101,AEMA 102,AEPH 112,AEPH 114
Foundation Program (B.Sc.(Nutr.Sc.)) (30 credits),AEBI 120,AEBI 122,AECH 110,AEMA 101,AEMA 102,AEPH 112,AEPH 114,FDSC 230
Foundation Program Concurrent (B.Sc. (F.Sc.)) and (B.Sc. (Nutr.Sc.)) (30 credits),AEBI 120,AEBI 122,AECH 110,AEMA 101,AEMA 102,AEPH 112,AEPH 114,FDSC 230
Animal Biology Minor (B.Eng.) (24 credits),ANSC 312,ANSC 323,ANSC 324,ANSC 420,PARA 438,ANSC 234,ANSC 251,ANSC 326,ANSC 400,ANSC 424,ANSC 433,ANSC 555,ANSC 560,LSCI 451
Animal Health and Disease Minor (B.Eng.) (24 credits),ANSC 312,ANSC 323,ANSC 350,ANSC 424,MICR 341,PARA 438,ANSC 234,ANSC 251,ANSC 303,ANSC 324,ANSC 433,ANSC 555
Livestock Specialization (B.Sc.(Ag.Env.Sc.)) (18 credits),ANSC 301,ANSC 303,ANSC 324,ANSC 433,ANSC 458,ANSC 555
Bioresource Engineering Honours (B.Eng.(Bioresource)) (113 credits),AEMA 202,AEMA 305,BREE 205,BREE 210,BREE 216,BREE 252,BREE 301,BREE 305,BREE 312,BREE 319,BREE 327,BREE 341,BREE 415,BREE 420,BREE 451,BREE 452,BREE 453,BREE 485,BREE 490,BREE 495,BREE 504,FACC 250,FACC 300,FACC 400,FAES 405,FAES 406,MECH 289,AEMA 310,CIVE 302,CHEE 315,MECH 346,AEBI 210,AEBI 211,ENVB 210,ENVB 305,LSCI 202,LSCI 211,LSCI 230,MICR 331,ENVR 201,ENVR 203,SEAD 530,SOCI 235,BREE 214,BREE 217,BREE 314,BREE 322,BREE 325,BREE 329,BREE 403,BREE 412,BREE 416,BREE 419,BREE 497,BREE 501,BREE 502,BREE 505,BREE 509,BREE 510,BREE 518,BREE 519,BREE 520,BREE 522,BREE 529,BREE 530,BREE 531,BREE 532,BREE 533,BREE 535
Bioresource Engineering Major (B.Eng.(Bioresource)) (113 credits),AEMA 202,AEMA 305,BREE 205,BREE 210,BREE 216,BREE 252,BREE 301,BREE 305,BREE 312,BREE 319,BREE 327,BREE 341,BREE 415,BREE 420,BREE 451,BREE 452,BREE 453,BREE 485,BREE 490,BREE 495,BREE 504,FACC 250,FACC 300,FACC 400,MECH 289,AEMA 310,CIVE 302,CHEE 315,MECH 346,AEBI 210,AEBI 211,ENVB 210,ENVB 305,LSCI 202,LSCI 211,LSCI 230,MICR 331,ENVR 201,ENVR 203,SEAD 530,SOCI 235,BREE 214,BREE 217,BREE 314,BREE 322,BREE 325,BREE 329,BREE 403,BREE 412,BREE 416,BREE 419,BREE 497,BREE 501,BREE 502,BREE 505,BREE 509,BREE 510,BREE 518,BREE 519,BREE 520,BREE 522,BREE 529,BREE 530,BREE 531,BREE 532,BREE 533,BREE 535
Bioresource Engineering - Professional Agrology (B.Eng.(Bioresource)) (113 credits),AEMA 202,AEMA 305,AGRI 330,AGRI 430,BREE 205,BREE 210,BREE 216,BREE 252,BREE 301,BREE 305,BREE 312,BREE 319,BREE 327,BREE 341,BREE 415,BREE 420,BREE 451,BREE 452,BREE 453,BREE 485,BREE 490,BREE 495,BREE 504,FACC 250,FACC 300,FACC 400,MECH 289,AEMA 310,CIVE 302,CHEE 315,MECH 346,AEBI 210,AEBI 211,LSCI 202,LSCI 204,LSCI 211,LSCI 230,ANSC 250,ANSC 433,ANSC 458,PLNT 302,PLNT 200,PLNT 307,PLNT 312,PLNT 322,PLNT 430,ENVR 201,ENVR 203,SEAD 530,SOCI 235,BREE 214,BREE 217,BREE 322,BREE 329,BREE 416,BREE 502,BREE 509,BREE 510,BREE 518,BREE 529,BREE 533,BREE 325,BREE 519,BREE 520,BREE 530,BREE 531,BREE 532,BREE 535,BREE 314,BREE 403,BREE 412,BREE 419,BREE 497,BREE 501,BREE 505,BREE 522
Farm Management Technology (Diploma of College Studies),FMT4 001,FMT4 002,FMT4 003,FMT4 004,FMT4 005,FMT4 006,FMTP 080,FMTP 090,FMT4 007,FMT4 008,FMT4 009,FMT4 010,FMT4 011,FMT4 012,FMTP 077,FMT4 013,FMT4 014,FMT4 015,FMTP 075,FMTP 082,FMTP 085,FMT4 016,FMT4 017,FMTP 083,FMTP 091,FMTP 098,FMT4 018,FMT4 019,FMT4 020,FMT4 021,FMT4 022,FMTP 078,FMTP 086,FMTP 097,FMT4 023,FMT4 024,FMT4 025,FMT4 026,FMT4 027,FMTP 087,FMTP 092,FMT4 028,FMT4 029,FMT4 030,FMT4 031,FMT4 033,FMT4 034,FMT4 035,FMT4 036,FMTP 074,FMTP 097
Food Science - Food Chemistry Option (B.Sc.(F.Sc.)) (90 credits),AEMA 310,AGRI 510,BREE 324,FDSC 200,FDSC 213,FDSC 251,FDSC 300,FDSC 310,FDSC 319,FDSC 330,FDSC 400,FDSC 442,FDSC 495D1,FDSC 495D2,FDSC 525,FDSC 540,LSCI 211,LSCI 230,NUTR 207,FDSC 233,FDSC 305,FDSC 315,FDSC 334,FDSC 405,FDSC 490,FDSC 491,FDSC 515,FDSC 516,FDSC 520
Food Science/Nutritional Science Honours (Concurrent) (B.Sc.(F.Sc.)) and (B.Sc.(Nutr.Sc.)) (122 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 213,FDSC 251,FDSC 300,FDSC 305,FDSC 310,FDSC 315,FDSC 319,FDSC 330,FDSC 334,FDSC 400,FDSC 442,FDSC 497,FDSC 525,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 337,NUTR 344,NUTR 497,NUTR 512,FAES 401,FAES 402,FAES 405,FAES 406,AGEC 200,AGEC 201,AGEC 330,AGEC 430,AGEC 442,AGEC 450,ENVR 203,NUTR 301,NUTR 322,NUTR 342,FDSC 480,NUTR 480
Food Science/Nutritional Science Major (Concurrent) (B.Sc.(F.Sc.)) and (B.Sc.(Nutr.Sc.)) (122 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 213,FDSC 251,FDSC 300,FDSC 305,FDSC 310,FDSC 315,FDSC 319,FDSC 330,FDSC 334,FDSC 400,FDSC 442,FDSC 497,FDSC 525,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 337,NUTR 344,NUTR 497,NUTR 512,AGEC 200,AGEC 201,AGEC 330,AGEC 430,AGEC 442,AGEC 450,NUTR 342,ANSC 551,ANSC 552,ENVR 203,FDSC 516,FDSC 536,FDSC 537,NUTR 322,NUTR 341,NUTR 503,FDSC 480,NUTR 480
Food Science - Food Science Option (B.Sc.(F.Sc.)) (90 credits),AEMA 310,AGRI 510,BREE 324,FDSC 200,FDSC 213,FDSC 251,FDSC 300,FDSC 310,FDSC 319,FDSC 330,FDSC 400,FDSC 442,FDSC 495D1,FDSC 495D2,FDSC 525,LSCI 211,LSCI 230,NUTR 207,FDSC 233,FDSC 305,FDSC 315,FDSC 334,FDSC 405,FDSC 516,FDSC 540
Food Science - Food Science Option Honours (B.Sc.(F.Sc.)) (90 credits),AEMA 310,AGRI 510,BREE 324,FDSC 200,FDSC 213,FDSC 251,FDSC 300,FDSC 310,FDSC 319,FDSC 330,FDSC 400,FDSC 442,FDSC 495D1,FDSC 495D2,FDSC 525,LSCI 211,LSCI 230,NUTR 207,FDSC 233,FDSC 305,FDSC 315,FDSC 334,FDSC 405,FDSC 516,FDSC 540,FAES 401,FAES 402,FAES 405,FAES 406
Food Science (Certificate) (30 credits),FDSC 200,AGRI 510,BREE 324,BREE 535,FDSC 213,FDSC 251,FDSC 300,FDSC 305,FDSC 310,FDSC 315,FDSC 319,FDSC 330,FDSC 400,FDSC 405,FDSC 442,FDSC 495D1,FDSC 495D2,FDSC 515,FDSC 516,FDSC 519,FDSC 520,FDSC 525,FDSC 536,FDSC 537,LSCI 211,LSCI 230,NUTR 207
Dietetics Major (B.Sc.(Nutr.Sc.)) (115 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,IPEA 500,IPEA 501,IPEA 502,IPEA 503,LSCI 211,LSCI 230,NUTR 207,NUTR 208,NUTR 209,NUTR 214,NUTR 217,NUTR 307,NUTR 310,NUTR 311,NUTR 322,NUTR 337,NUTR 341,NUTR 342,NUTR 343,NUTR 344,NUTR 345,NUTR 346,NUTR 408,NUTR 409,NUTR 438,NUTR 450,NUTR 505,NUTR 508,NUTR 509,NUTR 511,NUTR 545,NUTR 546
Nutrition Honours (B.Sc.(Nutr.Sc.)) (90 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 251,FDSC 305,LSCI 204,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 322,NUTR 337,NUTR 344,NUTR 401,NUTR 450,NUTR 491,NUTR 492,NUTR 493,NUTR 494,NUTR 507,NUTR 537,NUTR 551
Nutrition Major - Food Function and Safety (B.Sc.(Nutr.Sc.)) (90 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 251,FDSC 300,FDSC 305,FDSC 525,LSCI 204,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 322,NUTR 337,NUTR 344,NUTR 401,NUTR 450,NUTR 512,ANSC 433,ANSC 560,FDSC 537,FDSC 545,NUTR 501,NUTR 503,NUTR 505,NUTR 507,NUTR 511,NUTR 537,NUTR 545,NUTR 546,NUTR 551,PARA 438,AGRI 510,ANSC 350,FDSC 315,FDSC 319,FDSC 330,FDSC 334,FDSC 405,FDSC 442,FDSC 516,FDSC 520,FDSC 537,FDSC 540,NUTR 430
Nutrition Major - Global Nutrition (B.Sc.(Nutr.Sc.)) (90 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 251,FDSC 305,LSCI 204,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 322,NUTR 337,NUTR 344,NUTR 401,NUTR 450,NUTR 501,NUTR 505,NUTR 512,ANSC 433,ANSC 560,FDSC 537,FDSC 545,NUTR 503,NUTR 507,NUTR 511,NUTR 537,NUTR 545,NUTR 546,NUTR 551,PARA 438,AGEC 330,AGEC 442,AGRI 340,AGRI 411,ANSC 560,ANTH 302,GEOG 303,GEOG 403,NUTR 341,NUTR 430,NUTR 506,PARA 410,PARA 515,PPHS 501,PPHS 511,PPHS 529
"Nutrition Major - Metabolism, Health and Disease (B.Sc.(Nutr.Sc.)) (90 credits)",AEMA 310,ANSC 234,ANSC 323,ANSC 424,FDSC 200,FDSC 251,FDSC 305,LSCI 204,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 322,NUTR 337,NUTR 344,NUTR 401,NUTR 450,NUTR 507,NUTR 512,NUTR 537,ANSC 433,ANSC 560,FDSC 537,FDSC 545,NUTR 501,NUTR 503,NUTR 505,NUTR 511,NUTR 545,NUTR 546,NUTR 551,PARA 438,ANAT 214,ANAT 261,ANAT 262,ANAT 322,ANSC 312,ANSC 324,ANSC 400,ANSC 560,BIOL 300,BTEC 306,MICR 341,NUTR 430,PARA 424,PATH 300,PHAR 300,PHAR 301,PHAR 303,PHGY 311,PHGY 312,PHGY 313
Nutrition Major - Sports Nutrition (B.Sc.(Nutr.Sc.)) (90 credits),AEMA 310,ANSC 234,ANSC 323,ANSC 424,EDKP 395,FDSC 200,FDSC 251,FDSC 305,LSCI 204,LSCI 211,LSCI 230,NUTR 207,NUTR 214,NUTR 307,NUTR 322,NUTR 337,NUTR 344,NUTR 401,NUTR 450,NUTR 503,NUTR 512,ANSC 433,ANSC 560,FDSC 537,FDSC 545,NUTR 501,NUTR 505,NUTR 507,NUTR 511,NUTR 537,NUTR 545,NUTR 546,NUTR 551,PARA 438,ANAT 214,EDKP 261,EDKP 330,EDKP 445,EDKP 446,EDKP 448,EDKP 449,EDKP 485,EDKP 495,NUTR 430,NUTR 551
Human Nutrition Minor (B.Sc.(Ag.Env.Sc.)) (24 credits),NUTR 337,NUTR 450,ANSC 234,BIOC 311,ANSC 323,PHGY 210,ANSC 433,NUTR 307,ANSC 551,ANSC 552,MIMM 314,NUTR 344,NUTR 430,NUTR 501,NUTR 503,NUTR 505,NUTR 512,NUTR 551,PARA 438,PATH 300
